task,task_id,item_uid,trial_type,prompt,item,answer,response_alternatives,chance_level,prompt_phrase,prompt_image,full_prompt
egma-math,math,math_line_42_100,Number Line 4afc,Choose the number that is marked on the number line.,"0,100",42,"64,27,57",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_59_100,Number Line 4afc,Choose the number that is marked on the number line.,"0,100",59,"81,44,76",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_71_100,Number Line 4afc,Choose the number that is marked on the number line.,"0,100",71,"91,55,86",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_258_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",258,"112,473,413",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_461_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",461,"304,611,193",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_507_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",507,"352,674,705",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_417_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",417,"256,592,202",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_310_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",310,"150,460,210",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_5_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",5,"15205,275",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_649_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",639,"449,789,859",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_831_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",831,"781,931,631",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_542_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",542,"392,732,273",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_941_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",941,"791,735,690",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_644_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",644,"795,451,910",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_126_1000,Number Line 4afc,Choose the number that is marked on the number line.,"0,1000",126,"520,917,722",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_01_1,Number Line 4afc,Choose the number that is marked on the number line.,"0,1",0.1,"0.25,0.3,0.4",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_045_1,Number Line 4afc,Choose the number that is marked on the number line.,"0,1",0.45,"0.6,0.25,0.3",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_034_1,Number Line 4afc,Choose the number that is marked on the number line.,"0,1",0.34,"0.19,0.5,0.05",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_075_1,Number Line 4afc,Choose the number that is marked on the number line.,"0,1",0.75,"0.6,0.55,0.9",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_09_1,Number Line 4afc,Choose the number that is marked on the number line.,"0,1",0.9,"0.7,0.8,0.75",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_line_02_1,Number Line 4afc,Choose the number that is marked on the number line.,"0,1",0.2,"0.45,0.05,0.35",0.25,NA,TODO,"<prompt_image> Choose the number that is marked on the number line. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_1_5,Multiplication,Multiply the numbers and choose the correct answer.,1x5,5,"6,3,10",0.25,1x5,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_2_2,Multiplication,Multiply the numbers and choose the correct answer.,2x2,4,"8,6,5",0.25,2x2,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_2_3,Multiplication,Multiply the numbers and choose the correct answer.,2x3,6,"5,9,8",0.25,2x3,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_4_2,Multiplication,Multiply the numbers and choose the correct answer.,4x2,8,"6,10,4",0.25,4x2,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_3_6,Multiplication,Multiply the numbers.,3x6,18,"20,14,9",0.25,3x6,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_8_1,Multiplication,Multiply the numbers.,8x1,8,"9,16,1",0.25,8x1,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_7_3,Multiplication,Multiply the numbers.,7x3,21,"11,20,19",0.25,7x3,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_2_14,Multiplication,Multiply the numbers.,2x14,28,"24,26,16",0.25,2x14,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_4_6,Multiplication,Multiply the numbers.,4x6,24,"22,32,12",0.25,4x6,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_4_8,Multiplication,Multiply the numbers.,4x8,32,"34,28,40",0.25,4x8,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_5_7,Multiplication,Multiply the numbers.,5x7,35,"30,45,55",0.25,5x7,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_7_6,Multiplication,Multiply the numbers.,7x6,42,"24,44,32",0.25,7x6,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_3_13,Multiplication,Multiply the numbers.,3x13,39,"37,36,42",0.25,3x13,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_7_8,Multiplication,Multiply the numbers.,7x8,56,"57,65,54",0.25,7x8,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_21_4,Multiplication,Multiply the numbers.,21x4,84,"86,64,25",0.25,21x4,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_26_3,Multiplication,Multiply the numbers.,26x3,78,"68,76,88",0.25,26x3,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_8_9,Multiplication,Multiply the numbers.,8x9,72,"63,92,84",0.25,8x9,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_9_11,Multiplication,Multiply the numbers.,9x11,99,"89,91,96",0.25,9x11,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_10_7,Multiplication,Multiply the numbers.,10x7,70,"77,107,67",0.25,10x7,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_6_100,Multiplication,Multiply the numbers.,6x100,600,"106,500,900",0.25,6x100,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_10_48,Multiplication,Multiply the numbers.,10x48,480,"408,840,464",0.25,10x48,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_20_42,Multiplication,Multiply the numbers.,20x42,840,"820,860,880",0.25,20x42,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_7_23,Multiplication,Multiply the numbers.,7x23,161,"116,121,187",0.25,7x23,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_351_4,Multiplication,Multiply the numbers.,351x4,1404,"1414,1384,1435",0.25,351x4,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_346_10,Multiplication,Multiply the numbers.,346x10,3460,"356,3640,3046",0.25,346x10,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_45_9,Multiplication,Multiply the numbers.,45x9,405,"365,409,393",0.25,45x9,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_multiply_219_20,Multiplication,Multiply the numbers.,219x20,4380,"2190,4830,4240",0.25,219x20,NA,"Multiply the numbers and choose the correct answer: <prompt_phrase>. Answer with A, B, C, or D. A: <option1>; B: <option2>; C: <option3>; D: <option4>"
egma-math,math,math_slider_3_10,Number Line Slider,Move the line to mark the number.,"0,10",3,NA,0.1,NA,NA,NA
egma-math,math,math_slider_6_10,Number Line Slider,Move the line to mark the number.,"0,10",6,NA,0.1,NA,NA,NA
egma-math,math,math_slider_1_10,Number Line Slider,Move the slider to the indicated number.,"0,10",1,NA,0.1,NA,NA,NA
egma-math,math,math_slider_2_10,Number Line Slider,Move the slider to the indicated number.,"0,10",2,NA,0.1,NA,NA,NA
egma-math,math,math_slider_4_10,Number Line Slider,Move the slider to the indicated number.,"0,10",4,NA,0.1,NA,NA,NA
egma-math,math,math_slider_5_10,Number Line Slider,Move the slider to the indicated number.,"0,10",5,NA,0.1,NA,NA,NA
egma-math,math,math_slider_7_10,Number Line Slider,Move the slider to the indicated number.,"0,10",7,NA,0.1,NA,NA,NA
egma-math,math,math_slider_8_10,Number Line Slider,Move the slider to the indicated number.,"0,10",8,NA,0.1,NA,NA,NA
egma-math,math,math_slider_50_100,Number Line Slider,Move the slider to the indicated number.,"0,100",50,NA,0.1,NA,NA,NA
egma-math,math,math_slider_30_100,Number Line Slider,Move the slider to the indicated number.,"0,100",30,NA,0.1,NA,NA,NA
egma-math,math,math_slider_98_100,Number Line Slider,Move the slider to the indicated number.,"0,100",98,NA,0.1,NA,NA,NA
egma-math,math,math_slider_7_100,Number Line Slider,Move the slider to the indicated number.,"0,100",7,NA,0.1,NA,NA,NA
egma-math,math,math_slider_25_100,Number Line Slider,Move the slider to the indicated number.,"0,100",25,NA,0.1,NA,NA,NA
egma-math,math,math_slider_67_100,Number Line Slider,Move the slider to the indicated number.,"0,100",67,NA,0.1,NA,NA,NA
egma-math,math,math_slider_33_100,Number Line Slider,Move the slider to the indicated number.,"0,100",33,NA,0.1,NA,NA,NA
egma-math,math,math_slider_79_100,Number Line Slider,Move the slider to the indicated number.,"0,100",79,NA,0.1,NA,NA,NA
egma-math,math,math_slider_14_100,Number Line Slider,Move the slider to the indicated number.,"0,100",14,NA,0.1,NA,NA,NA
egma-math,math,math_slider_42_100,Number Line Slider,Move the slider to the indicated number.,"0,100",42,NA,0.1,NA,NA,NA
egma-math,math,math_slider_59_100,Number Line Slider,Move the slider to the indicated number.,"0,100",59,NA,0.1,NA,NA,NA
egma-math,math,math_slider_71_100,Number Line Slider,Move the slider to the indicated number.,"0,100",71,NA,0.1,NA,NA,NA
egma-math,math,math_slider_258_1000,Number Line Slider,Move the slider to the indicated number.,"0,1000",258,NA,0.1,NA,NA,NA
egma-math,math,math_slider_461_1000,Number Line Slider,Move the slider to the indicated number.,"0,1000",461,NA,0.1,NA,NA,NA
egma-math,math,math_slider_507_1000,Number Line Slider,Move the slider to the indicated number.,"0,1000",507,NA,0.1,NA,NA,NA
egma-math,math,math_slider_417_1000,Number Line Slider,Move the slider to the indicated number.,"0,1000",417,NA,0.1,NA,NA,NA
egma-math,math,math_slider_310_1000,Number Line Slider,Move the slider to the indicated number.,"0,1000",310,NA,0.1,NA,NA,NA
egma-math,math,math_slider_5_1000,Number Line Slider,Move the slider to the indicated number.,"0,1000",5,NA,0.1,NA,NA,NA
egma-math,math,math_slider_639_1000,Number Line Slider,Move the slider to the indicated number.,"0,1000",639,NA,0.1,NA,NA,NA
egma-math,math,math_slider_831_1000,Number Line Slider,Move the slider to the indicated number.,"0,1000",831,NA,0.1,NA,NA,NA
egma-math,math,math_slider_542_1000,Number Line Slider,Move the slider to the indicated number.,"0,1000",542,NA,0.1,NA,NA,NA
